,Sarima Predictions
2024-10-01,8.118428292613418
2024-10-02,1.2380716007009513
2024-10-03,2.0892176859273
2024-10-04,0.9837998010596856
2024-10-05,0.8425638423511785
2024-10-06,1.8078796878447627
2024-10-07,2.3468481601897104
2024-10-08,1.6655958097739778
2024-10-09,1.9379940315102688
2024-10-10,1.3981090924710171
2024-10-11,2.9652987811983422
2024-10-12,3.4667482429490732
2024-10-13,6.255255098162305
2024-10-14,1.471575187170865
2024-10-15,1.9093059354422812
2024-10-16,0.747327396871597
2024-10-17,0.5983531970739182
2024-10-18,1.5626103494436832
2024-10-19,2.1014339786495375
2024-10-20,1.4201618117879709
2024-10-21,1.6925573223739243
2024-10-22,1.1526720124136598
2024-10-23,2.7198616503941135
2024-10-24,3.2213111052020054
2024-10-25,6.009817959465366
2024-10-26,1.226138048343971
2024-10-27,1.6638687965976078
2024-10-28,0.501890258024491
2024-10-29,0.3529160582264795
2024-10-30,1.3171732105961989
2024-10-31,1.8559968398020468
2024-11-01,1.1747246729404797
2024-11-02,1.447120183526433
2024-11-03,0.9072348735661686
2024-11-04,2.474424511546623
2024-11-05,2.9758739663545146
2024-11-06,5.764380820617875
2024-11-07,0.9807009094964805
2024-11-08,1.418431657750117
2024-11-09,0.2564531191770003
2024-11-10,0.10747891937898874
2024-11-11,1.071736071748708
2024-11-12,1.610559700954556
2024-11-13,0.9292875340929889
2024-11-14,1.2016830446789424
2024-11-15,0.6617977347186779
2024-11-16,2.228987372699132
2024-11-17,2.730436827507024
2024-11-18,5.518943681770384
2024-11-19,0.7352637706489897
2024-11-20,1.1729945189026263
2024-11-21,0.011015980329509567
2024-11-22,-0.137958219468502
2024-11-23,0.8262989329012174
2024-11-24,1.3651225621070653
2024-11-25,0.6838503952454982
2024-11-26,0.9562459058314515
2024-11-27,0.416360595871187
2024-11-28,1.9835502338516409
2024-11-29,2.4849996886595327
2024-11-30,5.273506542922893
2024-12-01,0.4898266318014981
2024-12-02,0.9275573800551347
2024-12-03,-0.23442115851798206
2024-12-04,-0.38339535831599364
2024-12-05,0.5808617940537257
2024-12-06,1.1196854232595737
2024-12-07,0.43841325639800655
2024-12-08,0.7108087669839599
2024-12-09,0.17092345702369538
2024-12-10,1.7381130950041492
2024-12-11,2.239562549812041
2024-12-12,5.028069404075401
2024-12-13,0.24438949295400647
2024-12-14,0.682120241207643
2024-12-15,-0.4798582973654737
2024-12-16,-0.6288324971634853
2024-12-17,0.3354246552062341
2024-12-18,0.8742482844120819
2024-12-19,0.1929761175505148
2024-12-20,0.46537162813646815
2024-12-21,-0.07451368182379636
2024-12-22,1.4926759561566576
2024-12-23,1.9941254109645494
2024-12-24,4.782632265227909
2024-12-25,-0.0010476458934851607
2024-12-26,0.4366831023601514
2024-12-27,-0.7252954362129653
2024-12-28,-0.874269636010977
2024-12-29,0.08998751635874247
2024-12-30,0.6288111455645903
2024-12-31,-0.05246102129697683
2025-01-01,0.21993448928897652
2025-01-02,-0.319950820671288
